,No,SO2,NO2,CO,O3,PRES,RAIN,wd,WSPM,AQI Label
6728,6729,35.1288,79.6564,-1.0,-1.0,1015.4,0.0,NNE,0.6,Lightly Polluted
6729,6730,66.8304,75.3451,-1.0,-1.0,1015.2,0.0,NE,2.2,Lightly Polluted
6730,6731,97.104,74.1133,-1.0,-1.0,1014.5,0.0,WNW,1.1,Slightly Polluted
6731,6732,92.82,81.0935,-1.0,1.6639753135598623,1013.4,0.0,WSW,1.9,Slightly Polluted
6732,6733,75.3984,86.226,-1.0,2.9952773093194,1012.4,0.0,WSW,2.1,Slightly Polluted
6733,6734,64.8312,96.6963,-1.0,2.5597930087446987,1011.7,0.0,WSW,1.6,Slightly Polluted
6734,6735,62.5464,119.8952,-1.0,2.1829397043776955,1011.2,0.0,WSW,2.8,Slightly Polluted
6735,6736,67.116,156.028,-1.0,0.08794175076383626,1011.7,0.0,SW,2.8,Moderately Polluted
6736,6737,63.9744,144.5312,-1.0,-0.08085638974322157,1011.9,0.0,SW,1.3,Moderately Polluted
6737,6738,44.5536,93.8221,-1.0,-1.0,1012.5,0.0,WSW,2.2,Slightly Polluted
6738,6739,37.6992,97.9281,-1.0,-1.0,1012.8,0.0,WNW,0.5,Slightly Polluted
6739,6740,39.1272,120.5111,-1.0,-1.0,1013.3,0.0,NW,0.5,Moderately Polluted
6740,6741,37.9848,146.9948,-1.0,-1.0,1013.7,0.0,W,0.1,Moderately Polluted
6741,6742,34.272,141.0411,-1.0,-1.0,1013.8,0.0,N,0.0,Lightly Polluted
6742,6743,21.9912,172.8626,-1.0,-1.0,1013.8,0.0,W,1.0,Moderately Polluted
6743,6744,18.8496,161.5711,-1.0,-1.0,1013.8,0.0,W,0.0,Moderately Polluted
6744,6745,17.7072,148.4319,-1.0,-1.0,1013.7,0.0,NE,1.3,Moderately Polluted
6745,6746,14.5656,130.1602,-1.0,-1.0,1013.9,0.0,ENE,1.2,Moderately Polluted
6746,6747,22.5624,124.8224,-1.0,0.4415074423632839,1014.1,0.0,ENE,0.0,Heavily Polluted
6747,6748,30.5592,118.0475,-1.0,-1.0,1014.1,0.0,SE,0.4,Heavily Polluted
6748,6749,19.7064,113.5309,-1.0,-1.0,1013.8,0.0,NE,1.0,Heavily Polluted
6749,6750,15.708,107.7825,-1.0,-1.0,1014.0,0.0,NE,1.2,Moderately Polluted
6750,6751,13.4232,104.0871,-1.0,-1.0,1014.6,0.0,NE,0.9,Moderately Polluted
6751,6752,14.28,108.6037,-1.0,-1.0,1015.3,0.0,NNE,0.1,Moderately Polluted
6752,6753,16.5648,109.0143,-1.0,-1.0,1015.7,0.0,NE,1.1,Moderately Polluted
6753,6754,24.276,116.1998,-1.0,-1.0,1015.8,0.0,ENE,1.0,Moderately Polluted
6754,6755,83.6808,110.2461,-1.0,-1.0,1015.4,0.0,NE,1.2,Moderately Polluted
6755,6756,110.2416,101.6235,-1.0,-1.0,1014.6,0.0,ENE,1.4,Lightly Polluted
6756,6757,95.676,104.4977,-1.0,-1.0,1013.7,0.0,NNE,1.3,Moderately Polluted
6757,6758,114.8112,118.4581,-1.0,-1.0,1013.0,0.0,NNE,0.9,Moderately Polluted
6758,6759,100.2456,133.0344,-1.0,-1.0,1012.6,0.0,NE,2.2,Heavily Polluted
6759,6760,86.2512,139.8093,-1.0,-1.0,1012.8,0.0,NE,1.4,Heavily Polluted
6760,6761,66.2592,147.4054,-1.0,-1.0,1013.2,0.0,NE,1.3,Severely Polluted
6761,6762,39.4128,150.0743,-1.0,-1.0,1013.5,0.0,NE,1.2,Severely Polluted
6762,6763,21.42,145.5577,-1.0,-1.0,1013.7,0.0,NE,1.3,Severely Polluted
6763,6764,17.7072,141.657,-1.0,-1.0,1014.2,0.0,ENE,1.0,Severely Polluted
6764,6765,16.5648,144.3259,-1.0,-1.0,1014.3,0.0,NE,0.9,Severely Polluted
6765,6766,16.2792,138.9881,-1.0,-1.0,1014.3,0.0,NE,1.0,Severely Polluted
6766,6767,15.708,152.3326,-1.0,-1.0,1014.4,0.0,ENE,1.2,Severely Polluted
6767,6768,27.7032,147.6107,-1.0,-1.0,1014.6,0.0,ENE,1.2,Severely Polluted
6768,6769,43.9824,134.6768,-1.0,-1.0,1014.1,0.0,NE,1.2,Severely Polluted
6769,6770,51.9792,135.498,-1.0,-1.0,1014.3,0.0,NE,1.2,Severely Polluted
6770,6771,33.9864,134.8821,-1.0,-1.0,1014.1,0.0,NE,1.1,Severely Polluted
6771,6772,48.8376,135.9086,-1.0,-1.0,1014.1,0.0,ENE,1.4,Severely Polluted
6772,6773,56.8344,-1.0,-1.0,-1.0,1013.8,0.0,ENE,1.6,Severely Polluted
6773,6774,47.9808,119.8952,-1.0,0.7526828288400378,1014.2,0.0,NE,1.8,Severely Polluted
6774,6775,40.2696,121.5376,-1.0,-1.0,1014.2,0.0,ENE,1.7,Severely Polluted
6775,6776,29.7024,117.021,-1.0,-1.0,1014.3,0.0,ENE,1.1,Severely Polluted
6776,6777,23.1336,117.8422,-1.0,-1.0,1015.1,0.0,ENE,1.4,Severely Polluted
6777,6778,31.1304,118.2528,-1.0,-1.0,1015.2,0.0,NNE,1.1,Severely Polluted
6778,6779,75.684,117.2263,-1.0,0.8029542769836233,1014.6,0.0,NNE,1.1,Severely Polluted
6779,6780,103.3872,120.3058,-1.0,0.42911075649282515,1013.9,0.0,WNW,1.0,Severely Polluted
6780,6781,142.2288,119.6899,-1.0,1.488995499438362,1013.1,0.0,NE,2.1,Severely Polluted
6781,6782,162.2208,102.4447,-1.0,3.8443040001321176,1012.6,0.0,NNW,4.7,Heavily Polluted
6782,6783,96.5328,81.2988,-1.0,10.687758878118471,1013.0,0.0,N,4.9,Lightly Polluted
6783,6784,28.8456,16.8346,-1.0,37.44380649130878,1013.9,0.0,SW,0.9,Excellent
6784,6785,20.2776,17.4505,-1.0,42.166911873213834,1014.6,0.0,NNW,2.5,Good
6785,6786,17.4216,16.8346,-1.0,45.633703827150484,1016.3,0.0,NNW,3.7,Excellent
6786,6787,17.4216,16.2187,-1.0,41.66303531237217,1017.6,0.0,NNW,5.4,Good
6787,6788,18.2784,15.3975,-1.0,38.30849242114775,1018.1,0.0,N,4.7,Excellent
6788,6789,13.9944,12.9339,-1.0,45.73104249675158,1018.3,0.0,N,5.4,Excellent
6789,6790,12.2808,8.6226,-1.0,46.91356765781957,1018.5,0.0,N,5.8,Good
6790,6791,12.2808,11.0862,-1.0,40.9548425228207,1018.7,0.0,N,4.5,Excellent
6791,6792,12.852,10.6756,-1.0,38.53167236190991,1018.9,0.0,N,2.6,Excellent
6792,6793,13.4232,9.6491,-1.0,39.94775839568034,1019.1,0.0,N,1.6,Excellent
6793,6794,12.852,18.6823,-1.0,27.700189361272447,1019.1,0.0,NE,1.7,Excellent
6794,6795,11.9952,11.0862,-1.0,41.58491971607098,1019.3,0.0,NNE,1.8,Excellent
6795,6796,12.2808,18.8876,-1.0,31.69475379316806,1018.8,0.0,N,3.1,Excellent
6796,6797,13.1376,24.0201,-1.0,27.786210238625447,1019.0,0.0,N,3.9,Excellent
6797,6798,12.852,15.1922,-1.0,44.05970445092381,1018.9,0.0,N,2.8,Excellent
6798,6799,13.1376,16.2187,-1.0,40.71609333598975,1019.4,0.0,N,2.0,Excellent
6799,6800,13.1376,23.8148,-1.0,31.49841359880451,1019.8,0.0,NNE,2.3,Excellent
6800,6801,13.1376,33.8745,-1.0,18.570884607145366,1020.0,0.0,NNE,2.4,Excellent
6801,6802,15.708,30.1791,-1.0,25.073659084912585,1019.9,0.0,N,4.6,Excellent
6802,6803,15.708,13.9604,-1.0,42.553614411764556,1019.5,0.0,N,4.6,Excellent
6803,6804,15.1368,10.4703,-1.0,45.07776831313099,1018.4,0.0,NNW,4.6,Excellent
6804,6805,11.424,8.8279,-1.0,48.47104866211655,1017.4,0.0,N,3.3,Excellent
6805,6806,8.8536,8.6226,-1.0,52.97199271216552,1016.7,0.0,N,3.9,Good
6806,6807,7.4256,9.6491,-1.0,54.979095646148366,1016.4,0.0,N,2.6,Good
6807,6808,7.14,10.6756,-1.0,56.964201138764764,1016.5,0.0,WNW,2.8,Good
6808,6809,7.4256,13.1392,-1.0,53.76449646021061,1016.5,0.0,NW,0.9,Good
6809,6810,8.8536,19.5035,-1.0,46.214915928914635,1016.6,0.0,N,0.8,Excellent
6810,6811,8.8536,39.2123,-1.0,20.749498859683964,1016.8,0.0,NNW,0.7,Excellent
6811,6812,15.4224,57.8946,-1.0,2.4996109088001734,1016.8,0.0,WSW,0.8,Good
6812,6813,20.5632,65.4907,-1.0,-0.06585668478133938,1016.8,0.0,WSW,0.0,Good
6813,6814,21.42,63.4377,-1.0,0.8072137056804585,1016.2,0.0,N,0.1,Good
6814,6815,23.1336,63.2324,-1.0,0.9077500113236145,1016.2,0.0,NE,1.0,Good
6815,6816,23.4192,73.0868,-1.0,1.1903285052601995,1016.1,0.0,NNE,0.8,Good
6816,6817,22.5624,70.2126,-1.0,0.9119637834735486,1015.8,0.0,NW,0.7,Good
6817,6818,29.7024,83.1465,-1.0,-1.0,1015.4,0.0,NE,1.4,Good
6818,6819,24.276,69.802,-1.0,-1.0,1015.1,0.0,NNE,1.4,Good
6819,6820,26.5608,72.4709,-1.0,-1.0,1014.3,0.0,ENE,1.3,Good
6820,6821,35.4144,64.0536,-1.0,-1.0,1013.6,0.0,NE,0.6,Good
6821,6822,35.7,64.2589,-1.0,-1.0,1013.0,0.0,NE,0.5,Good
6822,6823,34.8432,61.1794,-1.0,-1.0,1012.8,0.0,SW,0.5,Good
6823,6824,34.272,61.3847,-1.0,-1.0,1013.1,0.0,NW,0.9,Good
6824,6825,40.5552,62.6165,-1.0,0.09383009799156317,1012.9,0.0,SW,1.3,Good
6825,6826,50.8368,64.6695,-1.0,0.4502845881844957,1013.0,0.0,E,1.1,Good
6826,6827,58.8336,64.4642,-1.0,0.265164912453853,1012.2,0.0,NW,4.2,Good
6827,6828,55.9776,66.3119,-1.0,1.6780632311271861,1011.2,0.0,NW,6.5,Good
6828,6829,25.704,30.795,-1.0,31.80923726784269,1011.4,0.0,NW,4.2,Slightly Polluted
6829,6830,10.2816,14.5763,-1.0,52.48928180178897,1011.7,0.0,NW,4.2,Slightly Polluted
6830,6831,9.996,13.5498,-1.0,55.467924030303024,1012.1,0.0,NW,3.6,Good
6831,6832,7.7112,12.318,-1.0,58.40187641922256,1013.0,0.0,NW,3.8,Good
6832,6833,6.8544,11.4968,-1.0,58.71127284803515,1014.0,0.0,NNW,3.0,Good
6833,6834,5.712,12.1127,-1.0,53.291001973469506,1014.9,0.0,NNW,4.2,Good
6834,6835,6.2832,14.5763,-1.0,46.97352763836504,1015.6,0.0,NW,2.1,Good
6835,6836,7.14,18.2717,-1.0,41.195862547945765,1016.3,0.0,N,3.5,Excellent
6836,6837,8.2824,13.9604,-1.0,44.17064411754307,1016.7,0.0,NNW,4.5,Excellent
6837,6838,9.4248,18.2717,-1.0,36.488771210210864,1016.7,0.0,NNW,3.3,Excellent
6838,6839,9.7104,20.3247,-1.0,34.014521877472035,1017.3,0.0,NNW,2.3,Excellent
6839,6840,10.5672,17.4505,-1.0,37.326240154976986,1017.6,0.0,N,1.6,Excellent
6840,6841,10.8528,17.4505,-1.0,37.87409977552786,1017.3,0.0,NNW,3.6,Excellent
6841,6842,9.4248,12.5233,-1.0,44.50591555854296,1017.0,0.0,N,5.6,Excellent
6842,6843,8.8536,10.4703,-1.0,48.51884824166614,1016.5,0.0,NNW,5.6,Excellent
6843,6844,10.8528,7.5961,-1.0,50.424832065443226,1015.9,0.0,NNW,3.6,Severely Polluted
6844,6845,9.7104,-1.0,-1.0,-1.0,1015.9,0.0,NNW,3.2,Excellent
6845,6846,9.1392,5.7484,-1.0,50.04142532737267,1016.0,0.0,NNW,1.9,Excellent
6846,6847,11.424,12.5233,-1.0,40.216523503905705,1015.2,0.0,SSW,0.6,Excellent
6847,6848,12.5664,25.2519,-1.0,25.47887463214878,1015.9,0.0,SW,2.3,Excellent
6848,6849,15.708,47.6296,-1.0,2.042530342304384,1015.5,0.0,SSW,1.9,Excellent
6849,6850,21.1344,46.8084,-1.0,5.209645519618805,1015.0,0.0,S,2.5,Excellent
6850,6851,19.4208,40.6494,-1.0,15.529988261171983,1014.3,0.0,SW,3.2,Excellent
6851,6852,18.2784,35.5169,-1.0,23.038239005576685,1013.1,0.0,S,1.3,Excellent
6852,6853,21.9912,35.3116,-1.0,27.75034521271234,1011.7,0.0,S,2.0,Excellent
6853,6854,19.992,38.1858,-1.0,28.574950277456548,1010.9,0.0,SSW,2.9,Excellent
6854,6855,19.7064,44.5501,-1.0,25.196956633299497,1010.7,0.0,SW,2.1,Excellent
6855,6856,23.9904,42.9077,-1.0,28.34918416823788,1010.7,0.0,SW,1.0,Excellent
6856,6857,27.4176,52.9674,-1.0,20.95988069158426,1011.0,0.0,SSW,0.7,Good
6857,6858,25.0,65.0,-1.0,8.757091915017085,1011.0,0.0,W,0.6,Good
6858,6859,25.0,74.0,-1.0,-1.0,1011.0,0.0,SSW,0.5,Good
6859,6860,25.0,74.0,-1.0,-1.0,1011.4,0.0,ENE,0.7,Good
6860,6861,37.0,82.0,-1.0,-1.0,1011.6,0.0,ENE,0.8,Slightly Polluted
6861,6862,36.0,80.0,-1.0,-1.0,1011.3,0.0,NNE,1.1,Good
6862,6863,29.0,79.0,-1.0,-1.0,1011.4,0.0,ENE,0.7,Good
6863,6864,31.0,73.0,-1.0,-1.0,1011.0,0.0,ENE,1.0,Good
6864,6865,36.0,70.0,-1.0,-1.0,1010.4,0.0,NE,0.5,Good
6865,6866,34.0,71.0,-1.0,-1.0,1010.4,0.0,SSW,0.5,Good
6866,6867,28.0,69.0,-1.0,-1.0,1010.8,0.0,WSW,1.0,Good
6867,6868,23.0,65.0,-1.0,-1.0,1011.0,0.0,NNW,2.4,Good
6868,6869,21.0,69.0,-1.0,-1.0,1012.0,0.0,NNW,5.1,Good
6869,6870,29.0,34.0,-1.0,16.991099627708813,1013.5,0.0,NNE,2.2,Excellent
6870,6871,19.0,14.0,-1.0,38.70784388940301,1014.3,0.0,N,1.8,Excellent
6871,6872,20.0,30.0,-1.0,23.984734635462047,1015.4,0.0,N,2.7,Excellent
6872,6873,18.0,29.0,-1.0,26.4137100959732,1016.5,0.0,NNW,4.2,Excellent
6873,6874,13.0,16.0,-1.0,46.05466167764475,1017.3,0.0,NNE,2.8,Excellent
6874,6875,13.0,11.0,-1.0,48.79713471500821,1017.3,0.0,NE,5.4,Excellent
6875,6876,11.0,12.0,-1.0,46.95458467030538,1016.7,0.0,NE,3.5,Excellent
6876,6877,8.0,12.0,-1.0,48.286283418681414,1016.9,0.0,NW,3.3,Excellent
6877,6878,9.0,8.0,-1.0,54.14532755391277,1016.7,0.0,N,5.6,Good
6878,6879,11.0,7.0,-1.0,52.201740633792454,1017.2,0.0,NW,2.7,Good
6879,6880,9.0,7.0,-1.0,51.418325964142845,1017.7,0.0,NNW,5.7,Good
6880,6881,9.0,10.0,-1.0,48.64728016720366,1017.6,0.0,NNW,2.9,Excellent
6881,6882,10.0,12.0,-1.0,46.466100146300484,1018.0,0.0,E,2.0,Excellent
6882,6883,11.0,19.0,-1.0,36.257840714879336,1018.5,0.0,E,0.6,Excellent
6883,6884,15.0,41.0,-1.0,10.745805559038358,1018.8,0.0,NNW,1.2,Excellent
6884,6885,16.0,50.0,-1.0,0.23967334146476604,1018.6,0.0,E,1.3,Excellent
6885,6886,13.0,52.0,-1.0,-1.0,1019.0,0.0,NE,0.4,Good
6886,6887,12.0,52.0,-1.0,-1.0,1019.4,0.0,SSE,0.5,Good
6887,6888,14.0,58.0,-1.0,-1.0,1019.5,0.0,WSW,1.8,Good
6888,6889,25.0,66.0,-1.0,-1.0,1019.5,0.0,SW,1.5,Good
6889,6890,29.0,51.0,-1.0,-1.0,1019.8,0.0,WSW,1.4,Good
6890,6891,31.0,52.0,-1.0,-1.0,1020.4,0.0,SSW,1.3,Good
6891,6892,27.0,48.0,-1.0,-1.0,1020.3,0.0,W,1.3,Good
6892,6893,34.0,46.0,-1.0,-1.0,1020.3,0.0,WSW,2.7,Good
6893,6894,37.0,44.0,-1.0,-1.0,1020.7,0.0,WSW,0.2,Good
6894,6895,29.0,46.0,-1.0,-1.0,1020.9,0.0,NE,0.5,Good
6895,6896,27.0,52.0,-1.0,-1.0,1021.7,0.0,W,0.7,Good
6896,6897,27.0,57.0,-1.0,-1.0,1021.8,0.0,NW,0.7,Slightly Polluted
6897,6898,33.0,60.0,-1.0,-1.0,1021.8,0.0,NE,1.1,Good
6898,6899,38.0,57.0,-1.0,0.10668707018392798,1021.4,0.0,WSW,3.5,Good
6899,6900,44.0,62.0,-1.0,2.753436242194538,1020.2,0.0,WSW,3.2,Good
6900,6901,43.0,57.0,-1.0,10.067111462850537,1018.8,0.0,WSW,3.5,Good
6901,6902,33.0,47.0,-1.0,21.82574893119012,1018.0,0.0,SW,3.0,Good
6902,6903,29.0,42.0,-1.0,30.68917890224755,1017.5,0.0,SSW,1.5,Good
6903,6904,36.0,52.0,-1.0,25.069694354945234,1017.5,0.0,SW,2.3,Good
6904,6905,37.0,57.0,-1.0,15.48605336514652,1017.8,0.0,WSW,1.8,Good
6905,6906,42.0,71.0,-1.0,2.411613176795645,1018.1,0.0,W,0.6,Slightly Polluted
6906,6907,42.0,79.0,-1.0,-1.0,1018.5,0.0,N,0.5,Slightly Polluted
6907,6908,41.0,83.0,-1.0,-1.0,1019.1,0.0,ENE,0.9,Slightly Polluted
6908,6909,48.0,76.0,-1.0,-1.0,1019.4,0.0,NNE,0.9,Slightly Polluted
6909,6910,60.0,66.0,-1.0,-1.0,1019.6,0.0,WNW,0.7,Good
6910,6911,57.0,76.0,-1.0,-1.0,1019.9,0.0,WNW,0.0,Slightly Polluted
6911,6912,47.0,77.0,-1.0,-1.0,1020.1,0.0,N,0.6,Slightly Polluted
6912,6913,38.0,81.0,-1.0,-1.0,1020.1,0.0,NE,0.9,Slightly Polluted
6913,6914,31.0,83.0,-1.0,-1.0,1020.5,0.0,NNE,1.1,Lightly Polluted
6914,6915,40.0,86.0,-1.0,-1.0,1020.8,0.0,WNW,0.8,Lightly Polluted
6915,6916,51.0,95.0,-1.0,-1.0,1021.0,0.0,NW,0.8,Lightly Polluted
6916,6917,58.0,95.0,-1.0,-1.0,1021.1,0.0,NE,2.0,Slightly Polluted
6917,6918,63.0,77.0,-1.0,0.7054795765904098,1021.9,0.0,NE,1.8,Good
6918,6919,53.0,65.0,-1.0,-1.0,1022.8,0.0,N,0.9,Good
6919,6920,41.0,56.0,-1.0,1.0165797027729446,1023.4,0.0,ENE,1.4,Good
6920,6921,32.0,54.0,-1.0,3.0141860681084016,1023.9,0.0,NE,1.7,Good
6921,6922,28.0,45.0,-1.0,13.12227072696831,1024.3,0.0,NE,2.0,Excellent
6922,6923,41.0,46.0,-1.0,15.449730349352825,1023.6,0.0,ENE,4.1,Excellent
6923,6924,38.0,41.0,-1.0,24.78540972930665,1022.7,0.0,ENE,3.2,Excellent
6924,6925,29.0,31.0,-1.0,34.38375890489064,1022.0,0.0,ENE,1.1,Excellent
6925,6926,31.0,36.0,-1.0,31.550993403607485,1021.8,0.0,SSW,0.9,Excellent
6926,6927,30.0,41.0,-1.0,29.38954823944043,1021.9,0.0,SW,2.2,Excellent
6927,6928,36.0,62.0,-1.0,16.68223629438688,1022.3,0.0,SW,2.8,Good
6928,6929,74.0,89.0,-1.0,7.62664700032577,1022.7,0.0,WSW,1.5,Lightly Polluted
6929,6930,75.0,89.0,-1.0,2.4733932390055777,1023.1,0.0,SW,0.8,Lightly Polluted
6930,6931,62.0,88.0,-1.0,0.9920974429393268,1023.8,0.0,S,0.6,Lightly Polluted
6931,6932,62.0,83.0,-1.0,0.06903210504196788,1024.3,0.0,NE,1.4,Slightly Polluted
6932,6933,54.0,84.0,-1.0,0.44215712100704374,1024.7,0.0,WNW,0.7,Slightly Polluted
6933,6934,65.0,87.0,-1.0,1.7249202905610828,1025.2,0.0,WSW,0.5,Slightly Polluted
6934,6935,64.0,86.0,-1.0,1.7229454069534986,1026.0,0.0,WNW,1.0,Slightly Polluted
6935,6936,59.0,89.0,-1.0,1.2393228759718804,1026.1,0.0,NW,0.0,Lightly Polluted
6936,6937,49.0,99.0,-1.0,1.12678211766309,1026.3,0.0,NNE,1.1,Lightly Polluted
6937,6938,61.0,101.0,-1.0,-0.05206815294454059,1026.7,0.0,NE,0.2,Slightly Polluted
6938,6939,70.0,105.0,-1.0,1.682620443136627,1027.0,0.0,NE,1.2,Lightly Polluted
6939,6940,72.0,102.0,-1.0,1.001238174779659,1026.8,0.0,NE,1.5,Lightly Polluted
6940,6941,67.0,90.0,-1.0,0.5145241893136321,1026.9,0.0,NE,1.1,Slightly Polluted
6941,6942,56.0,82.0,-1.0,-1.0,1027.0,0.0,NNE,0.9,Good
6942,6943,52.0,68.0,-1.0,-1.0,1027.6,0.0,NE,1.2,Good
6943,6944,43.0,62.0,-1.0,-1.0,1028.3,0.0,E,0.6,Good
6944,6945,39.0,61.0,-1.0,-1.0,1029.4,0.0,NE,1.5,Good
6945,6946,44.0,61.0,-1.0,-1.0,1030.2,0.0,NE,1.7,Good
6946,6947,33.0,51.0,-1.0,5.8278940693190275,1029.4,0.0,NE,1.6,Good
6947,6948,23.0,44.0,-1.0,15.88816790643218,1027.9,0.0,ENE,1.1,Excellent
6948,6949,21.0,38.0,-1.0,25.5257754876095,1026.5,0.0,NNW,1.1,Excellent
6949,6950,28.0,43.0,-1.0,29.054371804549415,1026.0,0.0,WSW,1.0,Excellent
6950,6951,27.0,51.0,-1.0,25.750299323285006,1025.9,0.0,SSW,1.2,Good
6951,6952,27.0,58.0,-1.0,20.85434271263525,1025.9,0.0,SW,1.2,Good
6952,6953,26.0,68.0,-1.0,8.154808293046132,1026.8,0.0,SW,1.2,Good
6953,6954,30.0,74.0,-1.0,1.712005044259064,1027.4,0.0,SW,1.6,Good
6954,6955,34.0,73.0,-1.0,0.29921910123003137,1027.6,0.0,WSW,1.5,Good
6955,6956,36.0,74.0,-1.0,1.1251576457745953,1027.2,0.0,WSW,0.1,Good
6956,6957,41.0,80.0,-1.0,1.148922145385027,1027.7,0.0,N,0.2,Slightly Polluted
6957,6958,46.0,83.0,-1.0,0.564104290206247,1027.7,0.0,ENE,0.6,Slightly Polluted
6958,6959,49.0,98.0,-1.0,0.7504342297004609,1027.8,0.0,ENE,1.4,Lightly Polluted
6959,6960,51.0,92.0,-1.0,0.604959780493886,1027.8,0.0,NE,1.1,Slightly Polluted
6960,6961,64.0,84.0,-1.0,1.0446281361528453,1027.1,0.0,NE,1.0,Lightly Polluted
6961,6962,64.0,86.0,-1.0,1.1475970836380869,1026.9,0.0,NE,1.3,Lightly Polluted
6962,6963,69.0,88.0,-1.0,0.7166956771756174,1026.8,0.0,NE,1.6,Lightly Polluted
6963,6964,69.0,90.0,-1.0,0.3662098189550165,1026.1,0.0,NE,0.9,Lightly Polluted
6964,6965,71.0,80.0,-1.0,0.5508644191920626,1025.4,0.0,NE,1.1,Slightly Polluted
6965,6966,50.0,90.0,-1.0,-1.0,1024.8,0.0,NE,1.2,Lightly Polluted
6966,6967,42.0,79.0,-1.0,-1.0,1025.3,0.0,NE,1.0,Slightly Polluted
6967,6968,44.0,75.0,-1.0,-1.0,1025.9,0.0,NNE,1.0,Slightly Polluted
6968,6969,41.0,85.0,-1.0,0.45629993133039126,1026.0,0.0,NNE,1.3,Lightly Polluted
6969,6970,71.0,86.0,-1.0,-1.0,1026.4,0.0,NE,1.6,Lightly Polluted
6970,6971,71.0,86.0,-1.0,-1.0,1025.8,0.0,ENE,1.6,Lightly Polluted
6971,6972,94.0,64.0,-1.0,0.04223525740204459,1024.7,0.0,NE,1.8,Good
6972,6973,86.0,64.0,-1.0,1.6656026809980777,1023.6,0.0,E,1.1,Good
6973,6974,75.0,66.0,-1.0,3.881985367183817,1023.1,0.0,NE,0.6,Good
6974,6975,75.0,74.0,-1.0,4.12639837723585,1022.9,0.0,NE,0.9,Slightly Polluted
6975,6976,66.0,81.0,-1.0,2.5259623782294893,1022.7,0.0,NNE,1.2,Slightly Polluted
6976,6977,83.0,85.0,-1.0,1.6574202265817988,1022.9,0.0,ENE,1.2,Slightly Polluted
6977,6978,77.0,89.0,-1.0,0.8118733105955609,1023.3,0.0,ENE,0.8,Slightly Polluted
6978,6979,69.0,91.0,-1.0,0.8779621206209551,1023.9,0.0,NE,0.8,Lightly Polluted
6979,6980,97.0,105.0,-1.0,0.7977799634875955,1023.9,0.0,ENE,0.0,Moderately Polluted
6980,6981,116.0,117.0,-1.0,1.1549395556197233,1024.6,0.0,NE,1.5,Moderately Polluted
6981,6982,116.0,125.0,-1.0,1.0542116929106566,1024.8,0.0,NNE,1.0,Moderately Polluted
6982,6983,117.0,121.0,-1.0,1.7369684819124518,1025.0,0.0,NNE,1.0,Moderately Polluted
6983,6984,116.0,114.0,-1.0,1.2281841322337366,1025.4,0.0,ENE,0.8,Heavily Polluted
6984,6985,112.0,109.0,-1.0,0.928657404268119,1025.3,0.0,NNE,1.3,Moderately Polluted
6985,6986,110.2416,112.0938,-1.0,1.359059441758102,1025.5,0.0,NNE,1.4,Heavily Polluted
6986,6987,109.0992,109.8355,-1.0,1.4037588798453018,1025.7,0.0,ENE,1.2,Moderately Polluted
6987,6988,115.668,101.8288,-1.0,1.789123467351347,1025.4,0.0,NE,1.2,Moderately Polluted
6988,6989,106.5288,-1.0,-1.0,-1.0,1025.6,0.0,NE,1.3,Lightly Polluted
6989,6990,95.1048,92.7956,-1.0,5.38135070695517,1025.7,0.0,NE,1.8,Lightly Polluted
6990,6991,101.1024,98.1334,-1.0,4.741308246976446,1026.3,0.0,NE,1.6,Lightly Polluted
6991,6992,80.8248,79.4511,-1.0,2.636240737804251,1027.0,0.0,ENE,2.8,Slightly Polluted
6992,6993,49.0,56.0,-1.0,2.4695822224758617,1027.7,0.0,ENE,2.4,Good
6993,6994,47.0,53.0,-1.0,3.7252833138541916,1028.1,0.0,ENE,2.8,Good
6994,6995,34.0,47.0,-1.0,8.566146564801755,1027.6,0.0,ENE,3.4,Excellent
6995,6996,35.0,41.0,-1.0,16.98886278996043,1027.3,0.0,ENE,2.6,Excellent
6996,6997,41.0,35.0,-1.0,23.29370424246174,1026.2,0.0,NE,2.7,Excellent
6997,6998,49.0,34.0,-1.0,24.889742322343018,1025.6,0.0,NE,2.4,Excellent
6998,6999,39.0,29.0,-1.0,31.71795384366701,1025.6,0.0,NE,3.8,Excellent
6999,7000,29.0,26.0,-1.0,37.06453217564434,1026.0,0.0,NE,3.5,Excellent
7000,7001,28.0,28.0,-1.0,38.680119313922354,1027.0,0.0,NNE,2.0,Excellent
7001,7002,26.0,36.0,-1.0,26.946000195488605,1027.8,0.0,N,2.6,Excellent
7002,7003,20.0,34.0,-1.0,29.985525868236596,1028.5,0.0,NE,2.6,Excellent
7003,7004,20.0,35.0,-1.0,25.674419691503918,1029.3,0.0,NE,3.6,Excellent
7004,7005,25.0,45.0,-1.0,14.569648284788428,1029.9,0.0,NE,2.7,Excellent
7005,7006,15.0,33.0,-1.0,29.677054279128566,1030.4,0.0,ENE,2.0,Excellent
7006,7007,15.0,36.0,-1.0,21.87780233464678,1030.9,0.0,ENE,2.8,Excellent
7007,7008,12.0,29.0,-1.0,28.484785796541157,1030.8,0.0,ENE,2.2,Excellent
7008,7009,11.0,27.0,-1.0,28.74648644199995,1030.3,0.0,ENE,1.5,Excellent
7009,7010,11.0,29.0,-1.0,26.268556980042533,1030.4,0.0,ENE,1.0,Excellent
7010,7011,10.0,24.0,-1.0,29.155520128777066,1030.2,0.0,ENE,1.8,Excellent
